sequence,stamp,topic,px,py,pz,qx,qy,qz,qw,image_filename
0,1757094341.081139326,/natnet_ros/lid/pose,-2.048270,0.879590,0.971753,0.003191,-0.004661,-0.572908,0.819600,
0,1757094341.081151724,/natnet_ros/banana/pose,-1.965834,1.328848,1.086891,-0.019471,0.002277,0.080752,0.996541,
0,1757094341.081161737,/natnet_ros/block/pose,-1.748896,0.881214,0.915360,0.006255,0.008273,-0.007303,-0.999920,
0,1757094341.081164837,/natnet_ros/umi_body/pose,-2.373133,0.812452,1.169403,0.812131,0.025024,0.543251,-0.211414,
0,1757094341.081166744,/natnet_ros/umi_finger/pose,-2.369342,0.750378,1.143484,0.810148,0.031271,0.542687,-0.219485,
0,1757094341.081168175,/natnet_ros/pan/pose,-2.030419,0.893451,0.929078,-0.003187,-0.002646,0.990160,0.139882,
0,1757094341.081169367,/natnet_ros/plate/pose,-1.762390,0.898539,0.909668,0.001588,0.007111,-0.715815,0.698252,
1,1757094341.201000214,/natnet_ros/lid/pose,-2.048304,0.879581,0.971747,0.003240,-0.004669,-0.572918,0.819593,image_000001_1757094341.151060.jpg
1,1757094341.201015711,/natnet_ros/banana/pose,-1.965867,1.328830,1.086892,-0.019817,0.002451,0.080789,0.996531,image_000001_1757094341.151060.jpg
1,1757094341.201017141,/natnet_ros/block/pose,-1.748928,0.881215,0.915337,0.006183,0.008260,-0.006480,-0.999926,image_000001_1757094341.151060.jpg
1,1757094341.201020002,/natnet_ros/umi_body/pose,-2.374070,0.808391,1.175842,0.818443,0.050153,0.544364,-0.176928,image_000001_1757094341.151060.jpg
1,1757094341.201020956,/natnet_ros/umi_finger/pose,-2.370264,0.744518,1.155256,0.817204,0.057449,0.542918,-0.184708,image_000001_1757094341.151060.jpg
1,1757094341.201021910,/natnet_ros/pan/pose,-2.030472,0.893422,0.929080,-0.003108,-0.002585,0.990162,0.139867,image_000001_1757094341.151060.jpg
1,1757094341.201022863,/natnet_ros/plate/pose,-1.762429,0.898502,0.909667,0.001974,0.007153,-0.715722,0.698346,image_000001_1757094341.151060.jpg
1,1757094341.201018810,/natnet_ros/plate_red/pose,-1.961048,1.348066,1.074883,0.000162,0.000612,0.000784,1.000000,image_000001_1757094341.151060.jpg
1,1757094341.201024055,/natnet_ros/dishrack/pose,-1.873846,0.464340,1.101617,0.287296,-0.336491,0.895178,0.053764,image_000001_1757094341.151060.jpg
2,1757094341.281290293,/natnet_ros/lid/pose,-2.048322,0.879590,0.971747,0.003230,-0.004680,-0.572906,0.819601,image_000002_1757094341.251282.jpg
2,1757094341.281303406,/natnet_ros/banana/pose,-1.965889,1.328856,1.086875,-0.020240,0.002655,0.080860,0.996516,image_000002_1757094341.251282.jpg
2,1757094341.281305075,/natnet_ros/block/pose,-1.748957,0.881223,0.915323,0.006106,0.008233,-0.006964,-0.999923,image_000002_1757094341.251282.jpg
2,1757094341.281308174,/natnet_ros/umi_body/pose,-2.372712,0.804421,1.180425,0.818246,0.052193,0.542149,-0.183915,image_000002_1757094341.251282.jpg
2,1757094341.281309366,/natnet_ros/umi_finger/pose,-2.368043,0.740766,1.159390,0.816121,0.059150,0.541845,-0.191967,image_000002_1757094341.251282.jpg
2,1757094341.281310320,/natnet_ros/pan/pose,-2.030484,0.893440,0.929062,-0.003082,-0.002632,0.990166,0.139840,image_000002_1757094341.251282.jpg
2,1757094341.281311512,/natnet_ros/plate/pose,-1.762432,0.898542,0.909669,0.001603,0.007134,-0.715793,0.698275,image_000002_1757094341.251282.jpg
2,1757094341.281306744,/natnet_ros/plate_red/pose,-1.961071,1.348073,1.074881,0.000164,0.000600,0.000802,1.000000,image_000002_1757094341.251282.jpg
2,1757094341.281421423,/natnet_ros/dishrack/pose,-1.873875,0.464355,1.101605,0.287402,-0.336990,0.894971,0.053513,image_000002_1757094341.251282.jpg
3,1757094341.380970240,/natnet_ros/lid/pose,-2.048314,0.879593,0.971741,0.003276,-0.004599,-0.572922,0.819590,image_000003_1757094341.351161.jpg
3,1757094341.380981922,/natnet_ros/banana/pose,-1.965896,1.328856,1.086888,-0.018697,0.002299,0.080884,0.996545,image_000003_1757094341.351161.jpg
3,1757094341.380983353,/natnet_ros/block/pose,-1.748951,0.881169,0.915203,0.006734,0.008679,-0.006450,-0.999919,image_000003_1757094341.351161.jpg
3,1757094341.380986214,/natnet_ros/umi_body/pose,-2.375945,0.799702,1.183316,0.823157,0.060484,0.530718,-0.192597,image_000003_1757094341.351161.jpg
3,1757094341.380987167,/natnet_ros/umi_finger/pose,-2.370518,0.735893,1.161548,0.823745,0.066182,0.526174,-0.200511,image_000003_1757094341.351161.jpg
3,1757094341.380987883,/natnet_ros/pan/pose,-2.030469,0.893455,0.929010,-0.002817,-0.002653,0.990160,0.139889,image_000003_1757094341.351161.jpg
3,1757094341.380988836,/natnet_ros/plate/pose,-1.762417,0.898483,0.909591,0.001802,0.007541,-0.715777,0.698286,image_000003_1757094341.351161.jpg
3,1757094341.380985022,/natnet_ros/plate_red/pose,-1.961081,1.348023,1.074822,0.000267,0.000016,0.000961,1.000000,image_000003_1757094341.351161.jpg
3,1757094341.380990028,/natnet_ros/dishrack/pose,-1.873881,0.464369,1.101608,0.287215,-0.336871,0.895071,0.053609,image_000003_1757094341.351161.jpg
4,1757094341.482108593,/natnet_ros/lid/pose,-2.048342,0.879593,0.971749,0.003222,-0.004685,-0.572899,0.819606,image_000004_1757094341.451120.jpg
4,1757094341.482119799,/natnet_ros/banana/pose,-1.965863,1.328797,1.086853,-0.020518,0.002750,0.080364,0.996551,image_000004_1757094341.451120.jpg
4,1757094341.482121468,/natnet_ros/block/pose,-1.748959,0.881227,0.915298,0.006196,0.008337,-0.006771,-0.999923,image_000004_1757094341.451120.jpg
4,1757094341.482124329,/natnet_ros/umi_body/pose,-2.385718,0.798139,1.185649,0.827534,0.072834,0.521307,-0.195248,image_000004_1757094341.451120.jpg
4,1757094341.482125282,/natnet_ros/umi_finger/pose,-2.379023,0.734368,1.164533,0.827930,0.080597,0.516549,-0.203010,image_000004_1757094341.451120.jpg
4,1757094341.482126236,/natnet_ros/pan/pose,-2.030501,0.893452,0.929062,-0.003071,-0.002673,0.990166,0.139841,image_000004_1757094341.451120.jpg
4,1757094341.482127190,/natnet_ros/plate/pose,-1.762463,0.898541,0.909670,0.001590,0.007149,-0.715821,0.698245,image_000004_1757094341.451120.jpg
4,1757094341.482123137,/natnet_ros/plate_red/pose,-1.961102,1.348076,1.074887,0.000177,0.000575,0.000817,1.000000,image_000004_1757094341.451120.jpg
4,1757094341.482128143,/natnet_ros/dishrack/pose,-1.873894,0.464346,1.101612,0.287196,-0.336356,0.895254,0.053879,image_000004_1757094341.451120.jpg
5,1757094341.584000826,/natnet_ros/lid/pose,-2.048329,0.879595,0.971744,0.003278,-0.004603,-0.572952,0.819570,image_000005_1757094341.551081.jpg
5,1757094341.584016323,/natnet_ros/banana/pose,-1.965876,1.328820,1.086832,-0.021248,0.003208,0.080544,0.996519,image_000005_1757094341.551081.jpg
5,1757094341.584018230,/natnet_ros/block/pose,-1.748943,0.881179,0.915240,0.006616,0.008500,-0.006380,-0.999922,image_000005_1757094341.551081.jpg
5,1757094341.584022045,/natnet_ros/umi_body/pose,-2.396817,0.799756,1.190799,0.830505,0.088199,0.512511,-0.199536,image_000005_1757094341.551081.jpg
5,1757094341.584023237,/natnet_ros/umi_finger/pose,-2.388433,0.735842,1.170060,0.832097,0.094065,0.505756,-0.207309,image_000005_1757094341.551081.jpg
5,1757094341.584024191,/natnet_ros/pan/pose,-2.030469,0.893457,0.929011,-0.002816,-0.002676,0.990159,0.139895,image_000005_1757094341.551081.jpg
5,1757094341.584025145,/natnet_ros/plate/pose,-1.762446,0.898520,0.909644,0.001487,0.007290,-0.715854,0.698210,image_000005_1757094341.551081.jpg
5,1757094341.584020615,/natnet_ros/plate_red/pose,-1.961099,1.348026,1.074838,0.000289,0.000101,0.000965,1.000000,image_000005_1757094341.551081.jpg
5,1757094341.584026098,/natnet_ros/dishrack/pose,-1.873894,0.464373,1.101603,0.287153,-0.336838,0.895090,0.053827,image_000005_1757094341.551081.jpg
6,1757094341.681137085,/natnet_ros/lid/pose,-2.048336,0.879583,0.971751,0.003275,-0.004682,-0.572906,0.819601,image_000006_1757094341.651155.jpg
6,1757094341.681147099,/natnet_ros/banana/pose,-1.965912,1.328736,1.086922,-0.017661,0.002009,0.080132,0.996626,image_000006_1757094341.651155.jpg
6,1757094341.681148767,/natnet_ros/block/pose,-1.748984,0.881209,0.915285,0.006134,0.008448,-0.006623,-0.999924,image_000006_1757094341.651155.jpg
6,1757094341.681151390,/natnet_ros/umi_body/pose,-2.405055,0.799392,1.198574,0.828946,0.096815,0.509435,-0.209644,image_000006_1757094341.651155.jpg
6,1757094341.681152344,/natnet_ros/umi_finger/pose,-2.394862,0.736171,1.177543,0.829487,0.104184,0.503656,-0.217777,image_000006_1757094341.651155.jpg
6,1757094341.681153059,/natnet_ros/pan/pose,-2.030486,0.893459,0.929073,-0.003126,-0.002739,0.990164,0.139849,image_000006_1757094341.651155.jpg
6,1757094341.681154013,/natnet_ros/plate/pose,-1.762463,0.898529,0.909676,0.001592,0.007123,-0.715812,0.698255,image_000006_1757094341.651155.jpg
6,1757094341.681150436,/natnet_ros/plate_red/pose,-1.961101,1.348075,1.074891,0.000132,0.000616,0.000777,1.000000,image_000006_1757094341.651155.jpg
6,1757094341.681154966,/natnet_ros/dishrack/pose,-1.873895,0.464354,1.101616,0.287320,-0.336960,0.895004,0.053593,image_000006_1757094341.651155.jpg
7,1757094341.782409668,/natnet_ros/lid/pose,-2.048330,0.879597,0.971740,0.003295,-0.004610,-0.572949,0.819572,image_000007_1757094341.751117.jpg
7,1757094341.782433510,/natnet_ros/banana/pose,-1.965898,1.328822,1.086890,-0.018847,0.002401,0.080658,0.996561,image_000007_1757094341.751117.jpg
7,1757094341.782435656,/natnet_ros/block/pose,-1.748941,0.881189,0.915226,0.006755,0.008395,-0.006334,-0.999922,image_000007_1757094341.751117.jpg
7,1757094341.782439232,/natnet_ros/umi_body/pose,-2.406277,0.794238,1.207867,0.822140,0.102213,0.520130,-0.207612,image_000007_1757094341.751117.jpg
7,1757094341.782440424,/natnet_ros/umi_finger/pose,-2.395256,0.730641,1.187275,0.822741,0.107575,0.515386,-0.214246,image_000007_1757094341.751117.jpg
7,1757094341.782441616,/natnet_ros/pan/pose,-2.030476,0.893462,0.929013,-0.002846,-0.002706,0.990159,0.139889,image_000007_1757094341.751117.jpg
7,1757094341.782442808,/natnet_ros/plate/pose,-1.762442,0.898531,0.909652,0.001565,0.007185,-0.715825,0.698240,image_000007_1757094341.751117.jpg
7,1757094341.782437563,/natnet_ros/plate_red/pose,-1.961088,1.348030,1.074825,0.000234,0.000062,0.000949,1.000000,image_000007_1757094341.751117.jpg
7,1757094341.782444000,/natnet_ros/dishrack/pose,-1.873891,0.464369,1.101601,0.287232,-0.336791,0.895087,0.053748,image_000007_1757094341.751117.jpg
8,1757094341.882280350,/natnet_ros/lid/pose,-2.048341,0.879596,0.971748,0.003301,-0.004617,-0.572899,0.819606,image_000008_1757094341.851063.jpg
8,1757094341.882294893,/natnet_ros/banana/pose,-1.965955,1.328584,1.086998,-0.014413,0.001313,0.079264,0.996749,image_000008_1757094341.851063.jpg
8,1757094341.882296562,/natnet_ros/block/pose,-1.748976,0.881209,0.915262,0.006274,0.008103,-0.006598,-0.999926,image_000008_1757094341.851063.jpg
8,1757094341.882299423,/natnet_ros/umi_body/pose,-2.404433,0.788137,1.212340,0.820092,0.111588,0.524657,-0.199330,image_000008_1757094341.851063.jpg
8,1757094341.882300854,/natnet_ros/umi_finger/pose,-2.392842,0.724056,1.193412,0.820671,0.125880,0.518711,-0.203940,image_000008_1757094341.851063.jpg
8,1757094341.882301807,/natnet_ros/pan/pose,-2.030488,0.893463,0.929055,-0.002957,-0.002781,0.990166,0.139839,image_000008_1757094341.851063.jpg
8,1757094341.882302761,/natnet_ros/plate/pose,-1.762452,0.898541,0.909670,0.001626,0.007146,-0.715813,0.698254,image_000008_1757094341.851063.jpg
8,1757094341.882298231,/natnet_ros/plate_red/pose,-1.961099,1.348072,1.074892,0.000135,0.000576,0.000783,1.000000,image_000008_1757094341.851063.jpg
8,1757094341.882303715,/natnet_ros/dishrack/pose,-1.873899,0.464355,1.101621,0.287392,-0.336760,0.895062,0.053508,image_000008_1757094341.851063.jpg
9,1757094341.982240438,/natnet_ros/lid/pose,-2.048338,0.879597,0.971746,0.003290,-0.004634,-0.572939,0.819578,image_000009_1757094341.951158.jpg
9,1757094341.982250929,/natnet_ros/banana/pose,-1.965906,1.328848,1.086890,-0.019562,0.002488,0.080752,0.996539,image_000009_1757094341.951158.jpg
9,1757094341.982252598,/natnet_ros/block/pose,-1.748952,0.881186,0.915230,0.006581,0.008536,-0.006584,-0.999920,image_000009_1757094341.951158.jpg
9,1757094341.982265949,/natnet_ros/umi_body/pose,-2.398480,0.779215,1.213783,0.820394,0.112821,0.527954,-0.188388,image_000009_1757094341.951158.jpg
9,1757094341.982269526,/natnet_ros/umi_finger/pose,-2.387603,0.714830,1.195901,0.821786,0.119829,0.521616,-0.195512,image_000009_1757094341.951158.jpg
9,1757094341.982275486,/natnet_ros/pan/pose,-2.030473,0.893465,0.929010,-0.002861,-0.002707,0.990158,0.139903,image_000009_1757094341.951158.jpg
9,1757094341.982281208,/natnet_ros/plate/pose,-1.762446,0.898527,0.909648,0.001625,0.007296,-0.715810,0.698255,image_000009_1757094341.951158.jpg
9,1757094341.982257366,/natnet_ros/plate_red/pose,-1.961097,1.348033,1.074841,0.000271,0.000100,0.000947,1.000000,image_000009_1757094341.951158.jpg
9,1757094341.982288122,/natnet_ros/dishrack/pose,-1.873892,0.464375,1.101604,0.287039,-0.336917,0.895096,0.053833,image_000009_1757094341.951158.jpg
10,1757094342.080881834,/natnet_ros/lid/pose,-2.048337,0.879592,0.971743,0.003259,-0.004602,-0.572906,0.819602,image_000010_1757094342.051093.jpg
10,1757094342.080895662,/natnet_ros/banana/pose,-1.965894,1.328846,1.086868,-0.020291,0.002774,0.080650,0.996532,image_000010_1757094342.051093.jpg
10,1757094342.080897331,/natnet_ros/block/pose,-1.748978,0.881199,0.915264,0.006279,0.008049,-0.007221,-0.999922,image_000010_1757094342.051093.jpg
10,1757094342.080900192,/natnet_ros/umi_body/pose,-2.389917,0.770652,1.209635,0.830481,0.098067,0.513960,-0.191128,image_000010_1757094342.051093.jpg
10,1757094342.080901384,/natnet_ros/umi_finger/pose,-2.380810,0.706079,1.190509,0.831391,0.113277,0.507482,-0.196009,image_000010_1757094342.051093.jpg
10,1757094342.080902576,/natnet_ros/pan/pose,-2.030494,0.893459,0.929055,-0.003004,-0.002705,0.990166,0.139840,image_000010_1757094342.051093.jpg
10,1757094342.080903530,/natnet_ros/plate/pose,-1.762454,0.898540,0.909664,0.001508,0.007145,-0.715844,0.698222,image_000010_1757094342.051093.jpg
10,1757094342.080899000,/natnet_ros/plate_red/pose,-1.961097,1.348061,1.074883,0.000160,0.000528,0.000857,1.000000,image_000010_1757094342.051093.jpg
10,1757094342.080904484,/natnet_ros/dishrack/pose,-1.873904,0.464362,1.101609,0.287170,-0.336672,0.895151,0.053752,image_000010_1757094342.051093.jpg
11,1757094342.181281805,/natnet_ros/lid/pose,-2.048342,0.879589,0.971734,0.003198,-0.004628,-0.572929,0.819586,image_000011_1757094342.151196.jpg
11,1757094342.181297064,/natnet_ros/banana/pose,-1.965908,1.328813,1.086901,-0.019079,0.002328,0.080699,0.996553,image_000011_1757094342.151196.jpg
11,1757094342.181298733,/natnet_ros/block/pose,-1.748939,0.881205,0.915261,0.006932,0.007844,-0.006142,-0.999926,image_000011_1757094342.151196.jpg
11,1757094342.181302309,/natnet_ros/umi_body/pose,-2.382468,0.765846,1.207912,0.835271,0.089004,0.506450,-0.194700,image_000011_1757094342.151196.jpg
11,1757094342.181303501,/natnet_ros/umi_finger/pose,-2.374519,0.701472,1.187822,0.836121,0.103785,0.499891,-0.200597,image_000011_1757094342.151196.jpg
11,1757094342.181304693,/natnet_ros/pan/pose,-2.030486,0.893455,0.929028,-0.002991,-0.002689,0.990161,0.139876,image_000011_1757094342.151196.jpg
11,1757094342.181305647,/natnet_ros/plate/pose,-1.762461,0.898513,0.909642,0.001813,0.007229,-0.715760,0.698306,image_000011_1757094342.151196.jpg
11,1757094342.181300640,/natnet_ros/plate_red/pose,-1.961099,1.348031,1.074847,0.000248,0.000141,0.000949,1.000000,image_000011_1757094342.151196.jpg
11,1757094342.181306601,/natnet_ros/dishrack/pose,-1.873897,0.464360,1.101596,0.286988,-0.336882,0.895143,0.053550,image_000011_1757094342.151196.jpg
12,1757094342.281006813,/natnet_ros/lid/pose,-2.048333,0.879586,0.971747,0.003277,-0.004602,-0.572918,0.819594,image_000012_1757094342.251232.jpg
12,1757094342.281016588,/natnet_ros/banana/pose,-1.965899,1.328854,1.086889,-0.019116,0.002333,0.080784,0.996546,image_000012_1757094342.251232.jpg
12,1757094342.281018496,/natnet_ros/block/pose,-1.748967,0.881201,0.915266,0.006197,0.008278,-0.006799,-0.999923,image_000012_1757094342.251232.jpg
12,1757094342.281021833,/natnet_ros/umi_body/pose,-2.379884,0.771923,1.210212,0.832253,0.094741,0.504823,-0.208643,image_000012_1757094342.251232.jpg
12,1757094342.281023979,/natnet_ros/umi_finger/pose,-2.370081,0.708365,1.189143,0.832510,0.104391,0.499933,-0.214702,image_000012_1757094342.251232.jpg
12,1757094342.281025171,/natnet_ros/pan/pose,-2.030467,0.893477,0.929041,-0.002956,-0.002790,0.990166,0.139838,image_000012_1757094342.251232.jpg
12,1757094342.281029463,/natnet_ros/plate/pose,-1.762444,0.898536,0.909657,0.001474,0.007168,-0.715843,0.698223,image_000012_1757094342.251232.jpg
12,1757094342.281020641,/natnet_ros/plate_red/pose,-1.961092,1.348057,1.074867,0.000148,0.000419,0.000843,1.000000,image_000012_1757094342.251232.jpg
12,1757094342.281032085,/natnet_ros/dishrack/pose,-1.873895,0.464363,1.101617,0.287061,-0.336659,0.895184,0.053885,image_000012_1757094342.251232.jpg
13,1757094342.381284237,/natnet_ros/lid/pose,-2.048308,0.879590,0.971751,0.003245,-0.004706,-0.572926,0.819587,image_000013_1757094342.351192.jpg
13,1757094342.381291866,/natnet_ros/banana/pose,-1.965874,1.328888,1.086871,-0.019980,0.002573,0.081028,0.996508,image_000013_1757094342.351192.jpg
13,1757094342.381293774,/natnet_ros/block/pose,-1.748924,0.881201,0.915322,0.006159,0.008050,-0.006873,-0.999925,image_000013_1757094342.351192.jpg
13,1757094342.381307840,/natnet_ros/umi_body/pose,-2.378291,0.782582,1.215245,0.823960,0.099919,0.516430,-0.210729,image_000013_1757094342.351192.jpg
13,1757094342.381309032,/natnet_ros/umi_finger/pose,-2.367450,0.719042,1.194322,0.823590,0.109829,0.512592,-0.216534,image_000013_1757094342.351192.jpg
13,1757094342.381309986,/natnet_ros/pan/pose,-2.030457,0.893447,0.929047,-0.003043,-0.002634,0.990160,0.139881,image_000013_1757094342.351192.jpg
13,1757094342.381310940,/natnet_ros/plate/pose,-1.762423,0.898515,0.909647,0.001668,0.007210,-0.715824,0.698241,image_000013_1757094342.351192.jpg
13,1757094342.381305695,/natnet_ros/plate_red/pose,-1.961062,1.348042,1.074850,0.000204,0.000339,0.000897,1.000000,image_000013_1757094342.351192.jpg
13,1757094342.381312370,/natnet_ros/dishrack/pose,-1.873860,0.464353,1.101610,0.287279,-0.336486,0.895178,0.053888,image_000013_1757094342.351192.jpg
14,1757094342.481339216,/natnet_ros/lid/pose,-2.048279,0.879597,0.971748,0.003240,-0.004576,-0.572936,0.819581,image_000014_1757094342.450996.jpg
14,1757094342.481375933,/natnet_ros/banana/pose,-1.965862,1.328745,1.086931,-0.017156,0.001892,0.080226,0.996627,image_000014_1757094342.450996.jpg
14,1757094342.481389523,/natnet_ros/block/pose,-1.748915,0.881197,0.915259,0.006258,0.008337,-0.006857,-0.999922,image_000014_1757094342.450996.jpg
14,1757094342.481394529,/natnet_ros/umi_body/pose,-2.372862,0.788351,1.215807,0.825342,0.094337,0.517054,-0.206314,image_000014_1757094342.450996.jpg
14,1757094342.481395960,/natnet_ros/umi_finger/pose,-2.362932,0.724751,1.194850,0.825322,0.100717,0.513069,-0.213215,image_000014_1757094342.450996.jpg
14,1757094342.481396914,/natnet_ros/pan/pose,-2.030395,0.893455,0.929098,-0.003288,-0.002539,0.990169,0.139811,image_000014_1757094342.450996.jpg
14,1757094342.481398106,/natnet_ros/plate/pose,-1.762374,0.898490,0.909592,0.001805,0.007576,-0.715831,0.698231,image_000014_1757094342.450996.jpg
14,1757094342.481392860,/natnet_ros/plate_red/pose,-1.961036,1.348063,1.074854,0.000188,0.000432,0.000884,1.000000,image_000014_1757094342.450996.jpg
14,1757094342.481399059,/natnet_ros/dishrack/pose,-1.873844,0.464368,1.101616,0.286962,-0.336701,0.895194,0.053972,image_000014_1757094342.450996.jpg
15,1757094342.582884550,/natnet_ros/lid/pose,-2.048262,0.879597,0.971732,0.003160,-0.004657,-0.572934,0.819582,image_000015_1757094342.551070.jpg
15,1757094342.582903862,/natnet_ros/banana/pose,-1.965812,1.328863,1.086871,-0.019752,0.002456,0.080775,0.996534,image_000015_1757094342.551070.jpg
15,1757094342.582906008,/natnet_ros/block/pose,-1.748896,0.881204,0.915318,0.006288,0.008537,-0.006739,-0.999921,image_000015_1757094342.551070.jpg
15,1757094342.582909822,/natnet_ros/umi_body/pose,-2.369884,0.795725,1.213616,0.826856,0.111935,0.514799,-0.196882,image_000015_1757094342.551070.jpg
15,1757094342.582911015,/natnet_ros/umi_finger/pose,-2.358602,0.731456,1.194947,0.826698,0.116871,0.511482,-0.203220,image_000015_1757094342.551070.jpg
15,1757094342.582911968,/natnet_ros/pan/pose,-2.030413,0.893455,0.929051,-0.003062,-0.002656,0.990161,0.139875,image_000015_1757094342.551070.jpg
15,1757094342.582913160,/natnet_ros/plate/pose,-1.762366,0.898540,0.909622,0.001827,0.007314,-0.715827,0.698237,image_000015_1757094342.551070.jpg
15,1757094342.582908392,/natnet_ros/plate_red/pose,-1.961011,1.348055,1.074842,0.000175,0.000393,0.000888,1.000000,image_000015_1757094342.551070.jpg
15,1757094342.582914352,/natnet_ros/dishrack/pose,-1.873815,0.464365,1.101608,0.287182,-0.336901,0.895064,0.053702,image_000015_1757094342.551070.jpg
16,1757094342.683771372,/natnet_ros/lid/pose,-2.048223,0.879600,0.971748,0.003264,-0.004534,-0.572931,0.819585,image_000016_1757094342.651138.jpg
16,1757094342.683781862,/natnet_ros/banana/pose,-1.965790,1.328904,1.086881,-0.018966,0.002314,0.080986,0.996532,image_000016_1757094342.651138.jpg
16,1757094342.683783293,/natnet_ros/block/pose,-1.748864,0.881196,0.915253,0.006040,0.008014,-0.006486,-0.999929,image_000016_1757094342.651138.jpg
16,1757094342.683785200,/natnet_ros/umi_body/pose,-2.370300,0.804393,1.209083,0.827415,0.130967,0.515848,-0.179256,image_000016_1757094342.651138.jpg
16,1757094342.683786154,/natnet_ros/umi_finger/pose,-2.358239,0.740168,1.193911,0.828135,0.136125,0.510785,-0.186442,image_000016_1757094342.651138.jpg
16,1757094342.683786631,/natnet_ros/pan/pose,-2.030370,0.893464,0.929036,-0.002810,-0.002681,0.990160,0.139886,image_000016_1757094342.651138.jpg
16,1757094342.683787584,/natnet_ros/plate/pose,-1.762324,0.898528,0.909575,0.002290,0.007917,-0.715754,0.698304,image_000016_1757094342.651138.jpg
16,1757094342.683784723,/natnet_ros/plate_red/pose,-1.960980,1.348058,1.074835,0.000170,0.000355,0.000903,1.000000,image_000016_1757094342.651138.jpg
16,1757094342.683788300,/natnet_ros/dishrack/pose,-1.873787,0.464361,1.101613,0.287197,-0.336829,0.895087,0.053691,image_000016_1757094342.651138.jpg
17,1757094342.781124830,/natnet_ros/lid/pose,-2.048220,0.879594,0.971750,0.003236,-0.004678,-0.572915,0.819595,image_000017_1757094342.751242.jpg
17,1757094342.781131268,/natnet_ros/banana/pose,-1.965785,1.328865,1.086866,-0.019290,0.002358,0.080854,0.996536,image_000017_1757094342.751242.jpg
17,1757094342.781132460,/natnet_ros/block/pose,-1.748857,0.881211,0.915318,0.006173,0.008367,-0.006844,-0.999923,image_000017_1757094342.751242.jpg
17,1757094342.781134129,/natnet_ros/umi_body/pose,-2.372377,0.808476,1.206780,0.824351,0.131639,0.519896,-0.181176,image_000017_1757094342.751242.jpg
17,1757094342.781134844,/natnet_ros/umi_finger/pose,-2.360034,0.743811,1.191491,0.824925,0.137261,0.515267,-0.187504,image_000017_1757094342.751242.jpg
17,1757094342.781135559,/natnet_ros/pan/pose,-2.030379,0.893446,0.929058,-0.003069,-0.002649,0.990158,0.139894,image_000017_1757094342.751242.jpg
17,1757094342.781136274,/natnet_ros/plate/pose,-1.762360,0.898588,0.909645,0.002212,0.007453,-0.715706,0.698359,image_000017_1757094342.751242.jpg
17,1757094342.781133652,/natnet_ros/plate_red/pose,-1.960974,1.348059,1.074834,0.000144,0.000416,0.000876,1.000000,image_000017_1757094342.751242.jpg
17,1757094342.781136990,/natnet_ros/dishrack/pose,-1.873769,0.464349,1.101606,0.287248,-0.336565,0.895164,0.053793,image_000017_1757094342.751242.jpg
18,1757094342.882886171,/natnet_ros/lid/pose,-2.048221,0.879602,0.971742,0.003294,-0.004556,-0.572912,0.819597,image_000018_1757094342.851185.jpg
18,1757094342.882916451,/natnet_ros/banana/pose,-1.965791,1.328895,1.086880,-0.019996,0.002499,0.081067,0.996505,image_000018_1757094342.851185.jpg
18,1757094342.882918119,/natnet_ros/block/pose,-1.748854,0.881207,0.915219,0.006685,0.008087,-0.006673,-0.999923,image_000018_1757094342.851185.jpg
18,1757094342.882920504,/natnet_ros/umi_body/pose,-2.373260,0.810676,1.203943,0.825538,0.136126,0.516683,-0.181644,image_000018_1757094342.851185.jpg
18,1757094342.882921219,/natnet_ros/umi_finger/pose,-2.360530,0.747607,1.189156,0.824208,0.142247,0.514387,-0.189351,image_000018_1757094342.851185.jpg
18,1757094342.882922173,/natnet_ros/pan/pose,-2.030357,0.893445,0.929085,-0.003217,-0.002498,0.990162,0.139864,image_000018_1757094342.851185.jpg
18,1757094342.882922888,/natnet_ros/plate/pose,-1.762329,0.898528,0.909604,0.001844,0.007794,-0.715775,0.698285,image_000018_1757094342.851185.jpg
18,1757094342.882919550,/natnet_ros/plate_red/pose,-1.960980,1.348052,1.074830,0.000238,0.000315,0.000923,1.000000,image_000018_1757094342.851185.jpg
18,1757094342.882923603,/natnet_ros/dishrack/pose,-1.873785,0.464361,1.101609,0.287242,-0.337063,0.894989,0.053627,image_000018_1757094342.851185.jpg
19,1757094342.982552290,/natnet_ros/lid/pose,-2.048278,0.879593,0.971750,0.003180,-0.004693,-0.572933,0.819582,image_000019_1757094342.951209.jpg
19,1757094342.982560396,/natnet_ros/banana/pose,-1.965832,1.328850,1.086878,-0.020294,0.002538,0.080838,0.996517,image_000019_1757094342.951209.jpg
19,1757094342.982561827,/natnet_ros/block/pose,-1.748894,0.881214,0.915329,0.006370,0.008094,-0.006766,-0.999924,image_000019_1757094342.951209.jpg
19,1757094342.982564688,/natnet_ros/umi_body/pose,-2.375647,0.815404,1.203419,0.828275,0.146351,0.513513,-0.169843,image_000019_1757094342.951209.jpg
19,1757094342.982565641,/natnet_ros/umi_finger/pose,-2.361645,0.750464,1.190782,0.824812,0.155646,0.513982,-0.176869,image_000019_1757094342.951209.jpg
19,1757094342.982566357,/natnet_ros/pan/pose,-2.030426,0.893441,0.929052,-0.003055,-0.002612,0.990159,0.139890,image_000019_1757094342.951209.jpg
