sequence,stamp,topic,px,py,pz,qx,qy,qz,qw,image_filename
6,1757094933.847780704,/natnet_ros/pan/pose,-2.020898,0.891936,0.928954,-0.001875,-0.004713,0.990304,0.138821,image_000006_1757094933.744158.jpg
6,1757094933.847781658,/natnet_ros/plate/pose,-1.770462,0.884814,0.909179,0.002108,0.008632,-0.705245,0.708908,image_000006_1757094933.744158.jpg
6,1757094933.847777128,/natnet_ros/plate_red/pose,-1.960563,1.348010,1.074889,0.000637,0.000903,0.001060,0.999999,image_000006_1757094933.744158.jpg
6,1757094933.847782612,/natnet_ros/dishrack/pose,-1.873116,0.464434,1.101137,0.288695,-0.404827,0.867568,0.009763,image_000006_1757094933.744158.jpg
7,1757094933.947963238,/natnet_ros/lid/pose,-1.898996,0.559530,1.087112,-0.014131,-0.164507,-0.708255,0.686376,image_000007_1757094933.844175.jpg
7,1757094933.947979450,/natnet_ros/banana/pose,-1.768992,0.884202,0.920412,-0.067932,0.017608,-0.058021,0.995846,image_000007_1757094933.844175.jpg
7,1757094933.947981596,/natnet_ros/block/pose,-1.967867,1.332156,1.081725,-0.002768,0.003860,-0.059832,-0.998197,image_000007_1757094933.844175.jpg
7,1757094933.947985411,/natnet_ros/umi_body/pose,-2.289837,0.682872,1.220206,0.809864,-0.025624,0.577188,-0.101572,image_000007_1757094933.844175.jpg
7,1757094933.947986603,/natnet_ros/umi_finger/pose,-2.298991,0.618490,1.202084,0.809267,-0.013014,0.577319,-0.107795,image_000007_1757094933.844175.jpg
7,1757094933.947987795,/natnet_ros/pan/pose,-2.020842,0.891707,0.928986,-0.001590,-0.004370,0.990423,0.137986,image_000007_1757094933.844175.jpg
7,1757094933.947989225,/natnet_ros/plate/pose,-1.770462,0.884815,0.909171,0.002061,0.008601,-0.705280,0.708873,image_000007_1757094933.844175.jpg
7,1757094933.947983980,/natnet_ros/plate_red/pose,-1.960568,1.347983,1.074835,0.000715,0.000646,0.001174,0.999999,image_000007_1757094933.844175.jpg
7,1757094933.947990179,/natnet_ros/dishrack/pose,-1.873274,0.464423,1.101109,0.291981,-0.406051,0.865932,0.005607,image_000007_1757094933.844175.jpg
8,1757094934.046716690,/natnet_ros/lid/pose,-1.898994,0.559568,1.087133,-0.013766,-0.164954,-0.708167,0.686367,image_000008_1757094933.944182.jpg
8,1757094934.046735048,/natnet_ros/banana/pose,-1.768991,0.884197,0.920406,-0.067941,0.017610,-0.058114,0.995840,image_000008_1757094933.944182.jpg
8,1757094934.046737194,/natnet_ros/block/pose,-1.967821,1.332194,1.081765,-0.003047,0.002431,-0.058269,-0.998293,image_000008_1757094933.944182.jpg
8,1757094934.046740770,/natnet_ros/umi_body/pose,-2.266435,0.708383,1.242836,0.806446,-0.003245,0.581076,-0.109474,image_000008_1757094933.944182.jpg
8,1757094934.046742201,/natnet_ros/umi_finger/pose,-2.272849,0.643551,1.224661,0.807262,0.004771,0.578566,-0.116479,image_000008_1757094933.944182.jpg
8,1757094934.046742916,/natnet_ros/pan/pose,-2.020849,0.891728,0.928996,-0.001583,-0.004397,0.990425,0.137970,image_000008_1757094933.944182.jpg
8,1757094934.046744108,/natnet_ros/plate/pose,-1.770450,0.884812,0.909163,0.002061,0.008697,-0.705265,0.708887,image_000008_1757094933.944182.jpg
8,1757094934.046739578,/natnet_ros/plate_red/pose,-1.960553,1.347997,1.074865,0.000664,0.000824,0.001079,0.999999,image_000008_1757094933.944182.jpg
8,1757094934.046745062,/natnet_ros/dishrack/pose,-1.873138,0.464448,1.101130,0.289296,-0.404725,0.867421,0.009312,image_000008_1757094933.944182.jpg
9,1757094934.146509647,/natnet_ros/lid/pose,-1.898963,0.559590,1.087033,-0.013411,-0.164799,-0.708280,0.686295,image_000009_1757094934.044178.jpg
9,1757094934.146523237,/natnet_ros/banana/pose,-1.768965,0.884202,0.920411,-0.067541,0.017435,-0.058096,0.995871,image_000009_1757094934.044178.jpg
9,1757094934.146524906,/natnet_ros/block/pose,-1.967792,1.332191,1.081730,-0.002714,0.002464,-0.058827,-0.998262,image_000009_1757094934.044178.jpg
9,1757094934.146527290,/natnet_ros/umi_body/pose,-2.240477,0.739202,1.269415,0.809254,-0.015973,0.567079,-0.152558,image_000009_1757094934.044178.jpg
9,1757094934.146528244,/natnet_ros/umi_finger/pose,-2.245537,0.676237,1.245895,0.809444,-0.006377,0.564839,-0.160364,image_000009_1757094934.044178.jpg
9,1757094934.146528959,/natnet_ros/pan/pose,-2.020811,0.891705,0.928979,-0.001673,-0.004308,0.990425,0.137972,image_000009_1757094934.044178.jpg
9,1757094934.146529913,/natnet_ros/plate/pose,-1.770439,0.884813,0.909161,0.002040,0.008615,-0.705253,0.708901,image_000009_1757094934.044178.jpg
9,1757094934.146526337,/natnet_ros/plate_red/pose,-1.960546,1.347993,1.074841,0.000673,0.000752,0.001160,0.999999,image_000009_1757094934.044178.jpg
9,1757094934.146530628,/natnet_ros/dishrack/pose,-1.873236,0.464193,1.101215,0.295135,-0.402556,0.866501,0.004383,image_000009_1757094934.044178.jpg
10,1757094934.246393681,/natnet_ros/lid/pose,-1.898970,0.559583,1.087001,-0.013391,-0.164466,-0.708337,0.686317,image_000010_1757094934.144320.jpg
10,1757094934.246407986,/natnet_ros/banana/pose,-1.768969,0.884197,0.920422,-0.067374,0.017400,-0.058177,0.995878,image_000010_1757094934.144320.jpg
10,1757094934.246410131,/natnet_ros/block/pose,-1.967812,1.332181,1.081765,-0.003101,0.002532,-0.058461,-0.998282,image_000010_1757094934.144320.jpg
10,1757094934.246413469,/natnet_ros/umi_body/pose,-2.210773,0.777283,1.284202,0.841072,-0.018579,0.513280,-0.169695,image_000010_1757094934.144320.jpg
10,1757094934.246414423,/natnet_ros/umi_finger/pose,-2.216973,0.714458,1.260308,0.843481,-0.017587,0.506018,-0.179375,image_000010_1757094934.144320.jpg
10,1757094934.246415615,/natnet_ros/pan/pose,-2.020831,0.891707,0.928976,-0.001709,-0.004249,0.990425,0.137977,image_000010_1757094934.144320.jpg
10,1757094934.246416807,/natnet_ros/plate/pose,-1.770426,0.884819,0.909148,0.002075,0.008710,-0.705245,0.708907,image_000010_1757094934.144320.jpg
10,1757094934.246412039,/natnet_ros/plate_red/pose,-1.960549,1.348010,1.074853,0.000602,0.000690,0.001111,0.999999,image_000010_1757094934.144320.jpg
10,1757094934.246417761,/natnet_ros/dishrack/pose,-1.873174,0.464511,1.101104,0.290832,-0.405635,0.866506,0.006728,image_000010_1757094934.144320.jpg
11,1757094934.346214056,/natnet_ros/lid/pose,-1.898949,0.559638,1.087059,-0.013447,-0.164652,-0.708223,0.686389,image_000011_1757094934.244278.jpg
11,1757094934.346228123,/natnet_ros/banana/pose,-1.768938,0.884181,0.920444,-0.067534,0.017308,-0.058122,0.995872,image_000011_1757094934.244278.jpg
11,1757094934.346239567,/natnet_ros/block/pose,-1.967772,1.332210,1.081778,-0.002896,0.002956,-0.058876,-0.998257,image_000011_1757094934.244278.jpg
11,1757094934.346244097,/natnet_ros/umi_body/pose,-2.181003,0.826275,1.307482,0.857343,0.029547,0.492786,-0.145780,image_000011_1757094934.244278.jpg
11,1757094934.346245050,/natnet_ros/umi_finger/pose,-2.183368,0.761232,1.289663,0.856232,0.031331,0.491590,-0.155643,image_000011_1757094934.244278.jpg
11,1757094934.346246243,/natnet_ros/pan/pose,-2.020817,0.891720,0.928994,-0.001684,-0.004315,0.990432,0.137927,image_000011_1757094934.244278.jpg
11,1757094934.346247435,/natnet_ros/plate/pose,-1.770421,0.884829,0.909171,0.002010,0.008661,-0.705275,0.708878,image_000011_1757094934.244278.jpg
11,1757094934.346242666,/natnet_ros/plate_red/pose,-1.960498,1.348045,1.074807,0.000366,0.000389,0.000906,1.000000,image_000011_1757094934.244278.jpg
11,1757094934.346248388,/natnet_ros/dishrack/pose,-1.872890,0.464643,1.101251,0.292930,-0.405031,0.866082,0.006638,image_000011_1757094934.244278.jpg
12,1757094934.446501017,/natnet_ros/lid/pose,-1.898946,0.559610,1.087075,-0.013509,-0.164750,-0.708298,0.686286,image_000012_1757094934.344099.jpg
12,1757094934.446521521,/natnet_ros/banana/pose,-1.768949,0.883743,0.920620,-0.071765,0.020822,-0.055398,0.995664,image_000012_1757094934.344099.jpg
12,1757094934.446523905,/natnet_ros/block/pose,-1.967779,1.332209,1.081734,-0.002909,0.002579,-0.059339,-0.998230,image_000012_1757094934.344099.jpg
12,1757094934.446528196,/natnet_ros/umi_body/pose,-2.154812,0.878995,1.332406,0.857900,0.069759,0.490801,-0.135117,image_000012_1757094934.344099.jpg
12,1757094934.446529865,/natnet_ros/umi_finger/pose,-2.153565,0.813149,1.318491,0.859501,0.075063,0.484950,-0.142991,image_000012_1757094934.344099.jpg
12,1757094934.446531296,/natnet_ros/pan/pose,-2.020805,0.891702,0.928985,-0.001674,-0.004247,0.990431,0.137933,image_000012_1757094934.344099.jpg
12,1757094934.446532726,/natnet_ros/plate/pose,-1.770424,0.884919,0.909218,0.001657,0.008515,-0.705661,0.708497,image_000012_1757094934.344099.jpg
12,1757094934.446527004,/natnet_ros/plate_red/pose,-1.960469,1.348014,1.074716,0.000579,0.000778,0.000752,0.999999,image_000012_1757094934.344099.jpg
12,1757094934.446533680,/natnet_ros/dishrack/pose,-1.873213,0.464433,1.101122,0.292187,-0.406160,0.865811,0.005643,image_000012_1757094934.344099.jpg
13,1757094934.550981045,/natnet_ros/lid/pose,-1.898985,0.559464,1.087273,-0.014611,-0.164419,-0.708031,0.686618,image_000013_1757094934.444170.jpg
13,1757094934.551031351,/natnet_ros/banana/pose,-1.768932,0.883702,0.920681,-0.078260,0.023474,-0.055280,0.995122,image_000013_1757094934.444170.jpg
13,1757094934.551034212,/natnet_ros/block/pose,-1.967751,1.332228,1.081729,-0.002886,0.002650,-0.058709,-0.998268,image_000013_1757094934.444170.jpg
13,1757094934.551038027,/natnet_ros/umi_body/pose,-2.136663,0.932503,1.358633,0.841078,0.080030,0.503933,-0.179538,image_000013_1757094934.444170.jpg
13,1757094934.551038980,/natnet_ros/umi_finger/pose,-2.130828,0.868186,1.340404,0.841839,0.084798,0.498731,-0.188105,image_000013_1757094934.444170.jpg
13,1757094934.551039934,/natnet_ros/pan/pose,-2.020786,0.891730,0.928978,-0.001668,-0.004371,0.990433,0.137917,image_000013_1757094934.444170.jpg
13,1757094934.551040888,/natnet_ros/plate/pose,-1.770394,0.884824,0.909129,0.002524,0.008456,-0.705249,0.708905,image_000013_1757094934.444170.jpg
13,1757094934.551036596,/natnet_ros/plate_red/pose,-1.960601,1.348008,1.074824,0.001124,0.000800,0.001329,0.999998,image_000013_1757094934.444170.jpg
13,1757094934.551041842,/natnet_ros/dishrack/pose,-1.872872,0.464647,1.101252,0.293173,-0.404992,0.866020,0.006373,image_000013_1757094934.444170.jpg
14,1757094934.646572828,/natnet_ros/lid/pose,-1.898993,0.559467,1.087270,-0.014651,-0.164448,-0.708038,0.686604,image_000014_1757094934.544131.jpg
14,1757094934.646584749,/natnet_ros/banana/pose,-1.768882,0.884203,0.920490,-0.074936,0.020424,-0.058592,0.995256,image_000014_1757094934.544131.jpg
14,1757094934.646586895,/natnet_ros/block/pose,-1.967753,1.332203,1.081768,-0.002969,0.003117,-0.059131,-0.998241,image_000014_1757094934.544131.jpg
14,1757094934.646589994,/natnet_ros/umi_body/pose,-2.121676,0.979005,1.370032,0.845205,0.088205,0.495266,-0.180442,image_000014_1757094934.544131.jpg
14,1757094934.646590948,/natnet_ros/umi_finger/pose,-2.115230,0.914289,1.352206,0.846712,0.092941,0.489286,-0.187191,image_000014_1757094934.544131.jpg
14,1757094934.646591902,/natnet_ros/pan/pose,-2.020808,0.891726,0.928994,-0.001568,-0.004367,0.990421,0.138002,image_000014_1757094934.544131.jpg
14,1757094934.646593094,/natnet_ros/plate/pose,-1.770387,0.884876,0.909219,0.001758,0.008938,-0.705415,0.708736,image_000014_1757094934.544131.jpg
14,1757094934.646588802,/natnet_ros/plate_red/pose,-1.960603,1.348010,1.074916,0.001687,0.001028,0.001417,0.999997,image_000014_1757094934.544131.jpg
14,1757094934.646594048,/natnet_ros/dishrack/pose,-1.873195,0.464447,1.101130,0.292301,-0.405953,0.865870,0.005670,image_000014_1757094934.544131.jpg
15,1757094934.747103691,/natnet_ros/lid/pose,-1.899040,0.559467,1.087298,-0.014807,-0.164424,-0.708091,0.686551,image_000015_1757094934.644237.jpg
15,1757094934.747114420,/natnet_ros/banana/pose,-1.768938,0.884202,0.920426,-0.068555,0.017775,-0.058007,0.995801,image_000015_1757094934.644237.jpg
15,1757094934.747116089,/natnet_ros/block/pose,-1.967769,1.332207,1.081747,-0.002649,0.002877,-0.058980,-0.998251,image_000015_1757094934.644237.jpg
15,1757094934.747119427,/natnet_ros/umi_body/pose,-2.111140,1.017018,1.354419,0.886853,0.103729,0.427801,-0.140421,image_000015_1757094934.644237.jpg
15,1757094934.747120380,/natnet_ros/umi_finger/pose,-2.106468,0.951127,1.343016,0.887644,0.107841,0.422063,-0.149401,image_000015_1757094934.644237.jpg
15,1757094934.747121096,/natnet_ros/pan/pose,-2.020803,0.891732,0.928997,-0.001546,-0.004436,0.990429,0.137942,image_000015_1757094934.644237.jpg
15,1757094934.747121811,/natnet_ros/plate/pose,-1.770401,0.884834,0.909208,0.002031,0.008813,-0.705249,0.708902,image_000015_1757094934.644237.jpg
15,1757094934.747118235,/natnet_ros/plate_red/pose,-1.960587,1.348063,1.074903,0.001676,0.000924,0.001242,0.999997,image_000015_1757094934.644237.jpg
15,1757094934.747122765,/natnet_ros/dishrack/pose,-1.873198,0.464202,1.101255,0.295439,-0.402723,0.866316,0.005097,image_000015_1757094934.644237.jpg
16,1757094934.847069263,/natnet_ros/lid/pose,-1.898990,0.559460,1.087260,-0.014653,-0.164348,-0.708061,0.686604,image_000016_1757094934.744237.jpg
16,1757094934.847075939,/natnet_ros/banana/pose,-1.768942,0.884202,0.920409,-0.068288,0.017661,-0.058118,0.995815,image_000016_1757094934.744237.jpg
16,1757094934.847076893,/natnet_ros/block/pose,-1.967748,1.332205,1.081770,-0.002832,0.002874,-0.058856,-0.998258,image_000016_1757094934.744237.jpg
16,1757094934.847078562,/natnet_ros/umi_body/pose,-2.101146,1.058217,1.353789,0.892391,0.085042,0.407811,-0.173482,image_000016_1757094934.744237.jpg
16,1757094934.847079277,/natnet_ros/umi_finger/pose,-2.096347,0.993234,1.338033,0.889811,0.089717,0.408326,-0.182916,image_000016_1757094934.744237.jpg
16,1757094934.847080231,/natnet_ros/pan/pose,-2.020791,0.891737,0.929002,-0.001589,-0.004377,0.990425,0.137974,image_000016_1757094934.744237.jpg
16,1757094934.847080708,/natnet_ros/plate/pose,-1.770396,0.884809,0.909149,0.002026,0.008766,-0.705252,0.708900,image_000016_1757094934.744237.jpg
16,1757094934.847077847,/natnet_ros/plate_red/pose,-1.960560,1.348104,1.074946,0.001077,0.000548,0.001244,0.999999,image_000016_1757094934.744237.jpg
16,1757094934.847081423,/natnet_ros/dishrack/pose,-1.873172,0.464468,1.101121,0.291893,-0.405838,0.866059,0.006015,image_000016_1757094934.744237.jpg
17,1757094934.947581530,/natnet_ros/lid/pose,-1.899001,0.559472,1.087300,-0.014372,-0.163902,-0.708055,0.686722,image_000017_1757094934.844168.jpg
17,1757094934.947594881,/natnet_ros/banana/pose,-1.768913,0.884181,0.920438,-0.068004,0.017537,-0.058096,0.995838,image_000017_1757094934.844168.jpg
17,1757094934.947597027,/natnet_ros/block/pose,-1.967746,1.332211,1.081726,-0.002837,0.002871,-0.058898,-0.998256,image_000017_1757094934.844168.jpg
17,1757094934.947600126,/natnet_ros/umi_body/pose,-2.088033,1.094831,1.354871,0.893819,0.101043,0.407236,-0.158232,image_000017_1757094934.844168.jpg
17,1757094934.947601080,/natnet_ros/umi_finger/pose,-2.082215,1.029460,1.341932,0.892515,0.104467,0.405518,-0.167508,image_000017_1757094934.844168.jpg
17,1757094934.947602272,/natnet_ros/pan/pose,-2.020795,0.891721,0.928978,-0.001563,-0.004321,0.990428,0.137951,image_000017_1757094934.844168.jpg
17,1757094934.947602987,/natnet_ros/plate/pose,-1.770395,0.884816,0.909153,0.002115,0.008686,-0.705246,0.708906,image_000017_1757094934.844168.jpg
17,1757094934.947598934,/natnet_ros/plate_red/pose,-1.960530,1.348067,1.074941,0.000905,0.000319,0.001348,0.999999,image_000017_1757094934.844168.jpg
17,1757094934.947603941,/natnet_ros/dishrack/pose,-1.872865,0.464619,1.101237,0.293150,-0.404949,0.866050,0.006156,image_000017_1757094934.844168.jpg
18,1757094935.046508074,/natnet_ros/lid/pose,-1.898933,0.559553,1.087280,-0.013825,-0.163984,-0.708175,0.686590,image_000018_1757094934.944174.jpg
18,1757094935.046532154,/natnet_ros/banana/pose,-1.768924,0.884182,0.920440,-0.068814,0.017794,-0.058123,0.995776,image_000018_1757094934.944174.jpg
18,1757094935.046534538,/natnet_ros/block/pose,-1.967758,1.332186,1.081759,-0.002901,0.002756,-0.058768,-0.998264,image_000018_1757094934.944174.jpg
18,1757094935.046538353,/natnet_ros/umi_body/pose,-2.074122,1.130076,1.350299,0.894817,0.153482,0.409874,-0.088033,image_000018_1757094934.944174.jpg
18,1757094935.046540260,/natnet_ros/umi_finger/pose,-2.066177,1.063498,1.347996,0.894805,0.156307,0.405968,-0.100411,image_000018_1757094934.944174.jpg
18,1757094935.046541214,/natnet_ros/pan/pose,-2.020777,0.891725,0.929015,-0.001603,-0.004318,0.990423,0.137990,image_000018_1757094934.944174.jpg
18,1757094935.046546936,/natnet_ros/plate/pose,-1.770381,0.884828,0.909162,0.002017,0.008646,-0.705258,0.708895,image_000018_1757094934.944174.jpg
18,1757094935.046536922,/natnet_ros/plate_red/pose,-1.960466,1.348024,1.074890,0.000910,0.000978,0.001210,0.999998,image_000018_1757094934.944174.jpg
18,1757094935.046547890,/natnet_ros/dishrack/pose,-1.872852,0.464771,1.101217,0.292183,-0.404499,0.866578,0.007191,image_000018_1757094934.944174.jpg
19,1757094935.146162987,/natnet_ros/lid/pose,-1.898850,0.559538,1.087214,-0.013453,-0.164076,-0.708357,0.686388,image_000019_1757094935.044205.jpg
19,1757094935.146173477,/natnet_ros/banana/pose,-1.768882,0.884168,0.920440,-0.067828,0.017533,-0.058160,0.995846,image_000019_1757094935.044205.jpg
19,1757094935.146175146,/natnet_ros/block/pose,-1.967692,1.332213,1.081729,-0.002831,0.002757,-0.059413,-0.998226,image_000019_1757094935.044205.jpg
