sequence,stamp,topic,px,py,pz,qx,qy,qz,qw,image_filename
119,1757094945.147810698,/natnet_ros/dishrack/pose,-1.872745,0.464409,1.101180,0.289705,-0.405232,0.867050,0.009098,image_000119_1757094945.044269.jpg
120,1757094945.246494055,/natnet_ros/lid/pose,-1.898510,0.559754,1.087373,-0.013438,-0.164991,-0.708701,0.685814,image_000120_1757094945.144168.jpg
120,1757094945.246506453,/natnet_ros/banana/pose,-1.769197,0.886350,0.920424,-0.079602,0.009080,0.076116,0.993875,image_000120_1757094945.144168.jpg
120,1757094945.246508598,/natnet_ros/block/pose,-2.024776,0.915589,0.918770,0.061810,0.011444,-0.254580,-0.965007,image_000120_1757094945.144168.jpg
120,1757094945.246512413,/natnet_ros/umi_body/pose,-1.836820,0.866853,1.094768,0.906984,0.010065,0.410511,0.093594,image_000120_1757094945.144168.jpg
120,1757094945.246513367,/natnet_ros/umi_finger/pose,-1.853967,0.840817,1.099602,0.908827,0.015716,0.409406,0.078572,image_000120_1757094945.144168.jpg
120,1757094945.246514559,/natnet_ros/pan/pose,-2.020612,0.891909,0.928969,-0.002324,-0.004311,0.990310,0.138791,image_000120_1757094945.144168.jpg
120,1757094945.246515751,/natnet_ros/plate/pose,-1.770620,0.884711,0.909103,0.002459,0.009257,-0.701002,0.713095,image_000120_1757094945.144168.jpg
120,1757094945.246510744,/natnet_ros/plate_red/pose,-1.960206,1.348114,1.074630,-0.000049,0.000074,0.000284,1.000000,image_000120_1757094945.144168.jpg
120,1757094945.246516705,/natnet_ros/dishrack/pose,-1.872571,0.464475,1.101238,0.294129,-0.406427,0.865012,0.007710,image_000120_1757094945.144168.jpg
121,1757094945.336553097,/natnet_ros/lid/pose,-1.898571,0.559614,1.087246,-0.014030,-0.165734,-0.708278,0.686059,image_000121_1757094945.244292.jpg
121,1757094945.336562872,/natnet_ros/banana/pose,-1.769227,0.886263,0.920508,-0.079556,0.009626,0.076108,0.993874,image_000121_1757094945.244292.jpg
121,1757094945.336564064,/natnet_ros/block/pose,-2.024285,0.915960,0.918774,0.059264,0.006568,-0.272607,-0.960276,image_000121_1757094945.244292.jpg
121,1757094945.336566448,/natnet_ros/umi_body/pose,-1.836379,0.887588,1.083569,0.916863,0.044902,0.393502,0.050024,image_000121_1757094945.244292.jpg
121,1757094945.336567402,/natnet_ros/umi_finger/pose,-1.849388,0.824824,1.092257,0.918612,0.053051,0.389874,0.036548,image_000121_1757094945.244292.jpg
121,1757094945.336568117,/natnet_ros/pan/pose,-2.020569,0.891900,0.928968,-0.002233,-0.004303,0.990315,0.138757,image_000121_1757094945.244292.jpg
121,1757094945.336568832,/natnet_ros/plate/pose,-1.770682,0.884655,0.909113,0.001643,0.008829,-0.701189,0.712919,image_000121_1757094945.244292.jpg
121,1757094945.336565971,/natnet_ros/plate_red/pose,-1.960195,1.348054,1.074685,0.000324,-0.000094,0.000286,1.000000,image_000121_1757094945.244292.jpg
121,1757094945.336569548,/natnet_ros/dishrack/pose,-1.872921,0.464270,1.101079,0.292469,-0.407589,0.865037,0.006628,image_000121_1757094945.244292.jpg
122,1757094945.448318243,/natnet_ros/lid/pose,-1.898596,0.559619,1.087234,-0.014159,-0.164844,-0.708240,0.686310,image_000122_1757094945.344247.jpg
122,1757094945.448348999,/natnet_ros/banana/pose,-1.769166,0.886378,0.920396,-0.079823,0.009027,0.076053,0.993863,image_000122_1757094945.344247.jpg
122,1757094945.448352575,/natnet_ros/block/pose,-2.024310,0.916073,0.918824,0.057501,0.003589,-0.268020,-0.961689,image_000122_1757094945.344247.jpg
122,1757094945.448361397,/natnet_ros/umi_body/pose,-1.835154,0.882715,1.074917,0.923190,0.001731,0.383190,0.029730,image_000122_1757094945.344247.jpg
122,1757094945.448363066,/natnet_ros/umi_finger/pose,-1.852319,0.818327,1.079795,0.924687,0.004523,0.380314,0.017179,image_000122_1757094945.344247.jpg
122,1757094945.448398352,/natnet_ros/pan/pose,-2.020580,0.891930,0.928954,-0.002300,-0.004442,0.990310,0.138787,image_000122_1757094945.344247.jpg
122,1757094945.448408365,/natnet_ros/plate/pose,-1.770684,0.884773,0.909067,0.003268,0.009208,-0.700810,0.713281,image_000122_1757094945.344247.jpg
122,1757094945.448356390,/natnet_ros/plate_red/pose,-1.960189,1.348069,1.074687,0.000312,0.000027,0.000243,1.000000,image_000122_1757094945.344247.jpg
122,1757094945.448412657,/natnet_ros/dishrack/pose,-1.872867,0.463972,1.101248,0.296003,-0.403728,0.865639,0.007449,image_000122_1757094945.344247.jpg
123,1757094945.548007727,/natnet_ros/lid/pose,-1.898660,0.559580,1.087271,-0.014602,-0.164971,-0.708165,0.686348,image_000123_1757094945.444297.jpg
123,1757094945.548017740,/natnet_ros/banana/pose,-1.769285,0.886310,0.920521,-0.080842,0.009714,0.076374,0.993749,image_000123_1757094945.444297.jpg
123,1757094945.548019886,/natnet_ros/block/pose,-2.024886,0.915885,0.918993,0.054475,0.004652,-0.250161,-0.966659,image_000123_1757094945.444297.jpg
123,1757094945.548022747,/natnet_ros/umi_body/pose,-1.823572,0.886051,1.066443,0.926161,-0.002829,0.376600,0.019774,image_000123_1757094945.444297.jpg
123,1757094945.548023701,/natnet_ros/umi_finger/pose,-1.840455,0.821424,1.070415,0.926999,0.001532,0.374945,0.009355,image_000123_1757094945.444297.jpg
123,1757094945.548024654,/natnet_ros/pan/pose,-2.020618,0.891888,0.928975,-0.002159,-0.004253,0.990313,0.138772,image_000123_1757094945.444297.jpg
123,1757094945.548025608,/natnet_ros/plate/pose,-1.770740,0.884827,0.909085,0.003029,0.009286,-0.700914,0.713179,image_000123_1757094945.444297.jpg
123,1757094945.548021793,/natnet_ros/plate_red/pose,-1.960244,1.348038,1.074690,0.000398,-0.000230,0.000309,1.000000,image_000123_1757094945.444297.jpg
123,1757094945.548026562,/natnet_ros/dishrack/pose,-1.872612,0.464470,1.101202,0.294387,-0.406061,0.865093,0.008060,image_000123_1757094945.444297.jpg
124,1757094945.647805929,/natnet_ros/lid/pose,-1.898639,0.559616,1.087229,-0.014254,-0.164804,-0.708233,0.686325,image_000124_1757094945.544186.jpg
124,1757094945.647816896,/natnet_ros/banana/pose,-1.769154,0.886331,0.920451,-0.078938,0.008900,0.075794,0.993954,image_000124_1757094945.544186.jpg
124,1757094945.647818804,/natnet_ros/block/pose,-2.024919,0.915967,0.918967,0.055948,0.007280,-0.247342,-0.967284,image_000124_1757094945.544186.jpg
124,1757094945.647821665,/natnet_ros/umi_body/pose,-1.812550,0.892417,1.039992,0.946242,0.008905,0.322698,0.020315,image_000124_1757094945.544186.jpg
124,1757094945.647822380,/natnet_ros/umi_finger/pose,-1.827480,0.828373,1.046106,0.946143,0.014375,0.323290,0.009557,image_000124_1757094945.544186.jpg
124,1757094945.647823334,/natnet_ros/pan/pose,-2.020687,0.892011,0.929037,-0.001681,-0.004937,0.990301,0.138843,image_000124_1757094945.544186.jpg
124,1757094945.647826433,/natnet_ros/plate/pose,-1.770669,0.884778,0.909138,0.002113,0.009143,-0.701570,0.712539,image_000124_1757094945.544186.jpg
124,1757094945.647820711,/natnet_ros/plate_red/pose,-1.960215,1.348053,1.074698,0.000323,-0.000009,0.000258,1.000000,image_000124_1757094945.544186.jpg
124,1757094945.647827864,/natnet_ros/dishrack/pose,-1.872574,0.464476,1.101214,0.293893,-0.406350,0.865126,0.007955,image_000124_1757094945.544186.jpg
125,1757094945.749312639,/natnet_ros/lid/pose,-1.898542,0.559575,1.087252,-0.014152,-0.164908,-0.708240,0.686296,image_000125_1757094945.644107.jpg
125,1757094945.749340296,/natnet_ros/banana/pose,-1.769162,0.886396,0.920434,-0.080922,0.009510,0.076584,0.993728,image_000125_1757094945.644107.jpg
125,1757094945.749343395,/natnet_ros/block/pose,-2.029954,0.915205,0.916639,-0.001470,0.014351,-0.078777,-0.996788,image_000125_1757094945.644107.jpg
125,1757094945.749347925,/natnet_ros/umi_body/pose,-1.798462,0.893458,1.021088,0.960487,0.011202,0.275107,0.040683,image_000125_1757094945.644107.jpg
125,1757094945.749349356,/natnet_ros/umi_finger/pose,-1.813615,0.830211,1.030700,0.961054,0.013712,0.274748,0.026460,image_000125_1757094945.644107.jpg
125,1757094945.749350548,/natnet_ros/pan/pose,-2.020627,0.892004,0.929091,-0.001489,-0.004614,0.990301,0.138856,image_000125_1757094945.644107.jpg
125,1757094945.749351740,/natnet_ros/plate/pose,-1.770460,0.884613,0.908928,0.003092,0.008906,-0.700780,0.713315,image_000125_1757094945.644107.jpg
125,1757094945.749346256,/natnet_ros/plate_red/pose,-1.960128,1.348050,1.074658,0.000377,-0.000244,0.000357,1.000000,image_000125_1757094945.644107.jpg
125,1757094945.749352932,/natnet_ros/dishrack/pose,-1.872503,0.464606,1.101360,0.293676,-0.405485,0.865620,0.006169,image_000125_1757094945.644107.jpg
126,1757094945.848631144,/natnet_ros/lid/pose,-1.898522,0.559591,1.087272,-0.013845,-0.164933,-0.708103,0.686437,image_000126_1757094945.744257.jpg
126,1757094945.848641872,/natnet_ros/banana/pose,-1.769405,0.886209,0.920522,-0.075829,0.008559,0.075605,0.994214,image_000126_1757094945.744257.jpg
126,1757094945.848643780,/natnet_ros/block/pose,-2.029986,0.915304,0.916549,-0.007798,0.012921,-0.076679,-0.996942,image_000126_1757094945.744257.jpg
126,1757094945.848646879,/natnet_ros/umi_body/pose,-1.784579,0.898534,1.008854,0.967188,0.012363,0.250424,0.041025,image_000126_1757094945.744257.jpg
126,1757094945.848648071,/natnet_ros/umi_finger/pose,-1.798994,0.836799,1.019252,0.966770,0.013709,0.254006,0.025492,image_000126_1757094945.744257.jpg
126,1757094945.848649025,/natnet_ros/pan/pose,-2.020652,0.891954,0.929123,-0.002100,-0.004945,0.990328,0.138645,image_000126_1757094945.744257.jpg
126,1757094945.848649979,/natnet_ros/plate/pose,-1.770472,0.884552,0.908962,0.002468,0.008500,-0.700682,0.713419,image_000126_1757094945.744257.jpg
126,1757094945.848645687,/natnet_ros/plate_red/pose,-1.960131,1.348062,1.074687,0.000265,-0.000087,0.000258,1.000000,image_000126_1757094945.744257.jpg
126,1757094945.848650932,/natnet_ros/dishrack/pose,-1.872864,0.463954,1.101196,0.294601,-0.403499,0.866238,0.005590,image_000126_1757094945.744257.jpg
127,1757094945.948277712,/natnet_ros/lid/pose,-1.898464,0.559578,1.087355,-0.013934,-0.165294,-0.708129,0.686322,image_000127_1757094945.844279.jpg
127,1757094945.948291779,/natnet_ros/banana/pose,-1.769517,0.886442,0.920568,-0.064451,0.007242,0.074665,0.995097,image_000127_1757094945.844279.jpg
127,1757094945.948293686,/natnet_ros/block/pose,-2.030130,0.915024,0.916779,0.000189,0.008151,-0.075880,-0.997084,image_000127_1757094945.844279.jpg
127,1757094945.948296547,/natnet_ros/umi_body/pose,-1.781974,0.897831,0.988518,0.978101,-0.004715,0.204398,0.038947,image_000127_1757094945.844279.jpg
127,1757094945.948297501,/natnet_ros/umi_finger/pose,-1.797616,0.836251,0.999544,0.978819,-0.007319,0.203431,0.021794,image_000127_1757094945.844279.jpg
127,1757094945.948298454,/natnet_ros/pan/pose,-2.020659,0.891851,0.929150,-0.002746,-0.004378,0.990320,0.138708,image_000127_1757094945.844279.jpg
127,1757094945.948299408,/natnet_ros/plate/pose,-1.770452,0.884431,0.909030,0.002092,0.009561,-0.701439,0.712662,image_000127_1757094945.844279.jpg
127,1757094945.948295355,/natnet_ros/plate_red/pose,-1.960145,1.348102,1.074702,0.000394,-0.000668,0.000599,1.000000,image_000127_1757094945.844279.jpg
127,1757094945.948300362,/natnet_ros/dishrack/pose,-1.872742,0.464314,1.101081,0.291228,-0.407064,0.865682,0.008953,image_000127_1757094945.844279.jpg
128,1757094946.048899412,/natnet_ros/lid/pose,-1.898524,0.559585,1.087290,-0.013679,-0.165624,-0.708245,0.686127,image_000128_1757094945.944387.jpg
128,1757094946.048913956,/natnet_ros/banana/pose,-1.769373,0.886358,0.920887,-0.036790,0.004306,0.073265,0.996624,image_000128_1757094945.944387.jpg
128,1757094946.048915386,/natnet_ros/block/pose,-2.030045,0.915135,0.916803,-0.000393,0.008991,-0.077944,-0.996917,image_000128_1757094945.944387.jpg
128,1757094946.048918247,/natnet_ros/umi_body/pose,-1.776354,0.896567,0.975676,0.980881,-0.025530,0.190867,0.028122,image_000128_1757094945.944387.jpg
128,1757094946.048918962,/natnet_ros/umi_finger/pose,-1.794066,0.835243,0.985082,0.980367,-0.026207,0.195121,0.011061,image_000128_1757094945.944387.jpg
128,1757094946.048919916,/natnet_ros/pan/pose,-2.020654,0.891925,0.929095,-0.002383,-0.004840,0.990322,0.138681,image_000128_1757094945.944387.jpg
128,1757094946.048920631,/natnet_ros/plate/pose,-1.770470,0.884232,0.909246,0.000529,0.010001,-0.701379,0.712719,image_000128_1757094945.944387.jpg
128,1757094946.048917294,/natnet_ros/plate_red/pose,-1.960079,1.348042,1.074643,0.000340,0.000396,0.000156,1.000000,image_000128_1757094945.944387.jpg
128,1757094946.048921824,/natnet_ros/dishrack/pose,-1.872500,0.464437,1.101179,0.292580,-0.405848,0.865794,0.009214,image_000128_1757094945.944387.jpg
129,1757094946.149024963,/natnet_ros/lid/pose,-1.898544,0.559532,1.087287,-0.013879,-0.165620,-0.708345,0.686021,image_000129_1757094946.044195.jpg
129,1757094946.149038315,/natnet_ros/banana/pose,-1.769314,0.886409,0.920844,-0.039237,0.004580,0.073436,0.996517,image_000129_1757094946.044195.jpg
129,1757094946.149041176,/natnet_ros/block/pose,-2.030187,0.914961,0.916542,0.000797,0.012457,-0.081355,-0.996607,image_000129_1757094946.044195.jpg
129,1757094946.149044275,/natnet_ros/umi_body/pose,-1.774190,0.897852,0.961202,0.983830,-0.035893,0.174938,0.013668,image_000129_1757094946.044195.jpg
129,1757094946.149045706,/natnet_ros/umi_finger/pose,-1.792904,0.835957,0.969129,0.983727,-0.035236,0.176174,-0.001840,image_000129_1757094946.044195.jpg
129,1757094946.149046898,/natnet_ros/pan/pose,-2.020683,0.891849,0.929146,-0.002851,-0.004465,0.990316,0.138729,image_000129_1757094946.044195.jpg
129,1757094946.149047852,/natnet_ros/plate/pose,-1.770536,0.884485,0.909302,0.000291,0.009368,-0.700927,0.713171,image_000129_1757094946.044195.jpg
129,1757094946.149042845,/natnet_ros/plate_red/pose,-1.960068,1.348008,1.074589,0.000309,0.000369,0.000213,1.000000,image_000129_1757094946.044195.jpg
129,1757094946.149049044,/natnet_ros/dishrack/pose,-1.872438,0.464433,1.101255,0.293199,-0.406230,0.865399,0.009760,image_000129_1757094946.044195.jpg
130,1757094946.247712135,/natnet_ros/lid/pose,-1.898510,0.559501,1.087345,-0.013883,-0.165025,-0.708260,0.686252,image_000130_1757094946.144267.jpg
130,1757094946.247728586,/natnet_ros/banana/pose,-1.769203,0.886396,0.920686,-0.049230,0.005991,0.072724,0.996118,image_000130_1757094946.144267.jpg
130,1757094946.247730732,/natnet_ros/block/pose,-2.030227,0.914832,0.916852,-0.001506,0.014332,-0.076733,-0.996948,image_000130_1757094946.144267.jpg
130,1757094946.247734070,/natnet_ros/umi_body/pose,-1.772795,0.897014,0.955345,0.984901,-0.033851,0.168964,0.016606,image_000130_1757094946.144267.jpg
130,1757094946.247735500,/natnet_ros/umi_finger/pose,-1.790943,0.834553,0.963806,0.984434,-0.035897,0.172037,-0.002094,image_000130_1757094946.144267.jpg
130,1757094946.247736454,/natnet_ros/pan/pose,-2.020667,0.891927,0.929174,-0.002873,-0.004518,0.990313,0.138747,image_000130_1757094946.144267.jpg
130,1757094946.247737408,/natnet_ros/plate/pose,-1.770495,0.884450,0.909301,0.000492,0.009395,-0.701052,0.713048,image_000130_1757094946.144267.jpg
130,1757094946.247732639,/natnet_ros/plate_red/pose,-1.960038,1.347988,1.074569,0.000285,0.000827,0.000151,1.000000,image_000130_1757094946.144267.jpg
130,1757094946.247738361,/natnet_ros/dishrack/pose,-1.872247,0.464317,1.101448,0.289437,-0.407980,0.865839,0.010052,image_000130_1757094946.144267.jpg
131,1757094946.346272230,/natnet_ros/lid/pose,-1.898507,0.559469,1.087297,-0.014168,-0.164902,-0.708318,0.686216,image_000131_1757094946.244337.jpg
131,1757094946.346290588,/natnet_ros/banana/pose,-1.769252,0.886588,0.920840,-0.044499,0.004530,0.074132,0.996245,image_000131_1757094946.244337.jpg
131,1757094946.346292734,/natnet_ros/block/pose,-2.030303,0.914747,0.916787,-0.009254,0.018678,-0.081469,-0.996458,image_000131_1757094946.244337.jpg
131,1757094946.346297026,/natnet_ros/umi_body/pose,-1.772036,0.894214,0.956054,0.985432,-0.036839,0.163843,0.026868,image_000131_1757094946.244337.jpg
131,1757094946.346298218,/natnet_ros/umi_finger/pose,-1.789893,0.838571,0.965680,0.984635,-0.037111,0.170284,0.010995,image_000131_1757094946.244337.jpg
131,1757094946.346299171,/natnet_ros/pan/pose,-2.020718,0.891594,0.929437,-0.000095,-0.003084,0.990428,0.137994,image_000131_1757094946.244337.jpg
131,1757094946.346300364,/natnet_ros/plate/pose,-1.770438,0.884572,0.909374,0.000907,0.008952,-0.700439,0.713656,image_000131_1757094946.244337.jpg
131,1757094946.346295595,/natnet_ros/plate_red/pose,-1.960036,1.347981,1.074534,0.000339,0.000663,0.000163,1.000000,image_000131_1757094946.244337.jpg
131,1757094946.346301556,/natnet_ros/dishrack/pose,-1.872411,0.464781,1.101573,0.290166,-0.405054,0.867009,0.005437,image_000131_1757094946.244337.jpg
132,1757094946.446597338,/natnet_ros/lid/pose,-1.898527,0.559530,1.087329,-0.013920,-0.164920,-0.708205,0.686333,image_000132_1757094946.344235.jpg
132,1757094946.446608543,/natnet_ros/banana/pose,-1.768977,0.880913,0.920541,-0.081502,0.008543,0.068006,0.994314,image_000132_1757094946.344235.jpg
132,1757094946.446613312,/natnet_ros/block/pose,-2.029584,0.916444,0.917253,0.019334,0.010960,-0.132704,-0.990907,image_000132_1757094946.344235.jpg
132,1757094946.446624994,/natnet_ros/umi_body/pose,-1.771768,0.891254,0.957607,0.985977,-0.030346,0.159543,0.038396,image_000132_1757094946.344235.jpg
132,1757094946.446626425,/natnet_ros/umi_finger/pose,-1.788511,0.843608,0.968156,0.985567,-0.030520,0.164958,0.022704,image_000132_1757094946.344235.jpg
132,1757094946.446627855,/natnet_ros/pan/pose,-2.020619,0.891935,0.929125,-0.000604,-0.004718,0.990343,0.138555,image_000132_1757094946.344235.jpg
132,1757094946.446629047,/natnet_ros/plate/pose,-1.770368,0.884365,0.909451,0.001536,0.009517,-0.699950,0.714127,image_000132_1757094946.344235.jpg
132,1757094946.446623564,/natnet_ros/plate_red/pose,-1.960088,1.347996,1.074580,0.000259,0.000824,0.000143,1.000000,image_000132_1757094946.344235.jpg
132,1757094946.446630001,/natnet_ros/dishrack/pose,-1.872955,0.464225,1.101341,0.288560,-0.407819,0.866248,0.005642,image_000132_1757094946.344235.jpg
133,1757094946.548846722,/natnet_ros/lid/pose,-1.898432,0.559665,1.087356,-0.013791,-0.165206,-0.707874,0.686608,image_000133_1757094946.444211.jpg
133,1757094946.548862219,/natnet_ros/banana/pose,-1.768254,0.884755,0.920892,-0.079660,0.001947,0.103612,0.991421,image_000133_1757094946.444211.jpg
133,1757094946.548864841,/natnet_ros/block/pose,-2.029836,0.915707,0.917171,0.008205,0.021055,-0.111363,-0.993523,image_000133_1757094946.444211.jpg
133,1757094946.548867941,/natnet_ros/umi_body/pose,-1.772784,0.892839,0.959878,0.986282,-0.035473,0.158835,0.027601,image_000133_1757094946.444211.jpg
133,1757094946.548869133,/natnet_ros/umi_finger/pose,-1.789940,0.850409,0.969487,0.986621,-0.034394,0.158921,0.011858,image_000133_1757094946.444211.jpg
133,1757094946.548870087,/natnet_ros/pan/pose,-2.020553,0.891778,0.929108,-0.001799,-0.004586,0.990420,0.137999,image_000133_1757094946.444211.jpg
133,1757094946.548870802,/natnet_ros/plate/pose,-1.770281,0.884613,0.909035,0.003095,0.007285,-0.699704,0.714389,image_000133_1757094946.444211.jpg
133,1757094946.548866749,/natnet_ros/plate_red/pose,-1.960063,1.347969,1.074556,0.000403,0.000719,0.000198,1.000000,image_000133_1757094946.444211.jpg
133,1757094946.548871994,/natnet_ros/dishrack/pose,-1.872459,0.464738,1.101583,0.289833,-0.405253,0.867027,0.005581,image_000133_1757094946.444211.jpg
134,1757094946.647320747,/natnet_ros/lid/pose,-1.898372,0.559605,1.087408,-0.013764,-0.166194,-0.707772,0.686476,image_000134_1757094946.544258.jpg
134,1757094946.647335529,/natnet_ros/banana/pose,-1.767426,0.896764,0.924367,-0.059359,-0.009458,0.119868,0.990969,image_000134_1757094946.544258.jpg
134,1757094946.647337914,/natnet_ros/block/pose,-2.029897,0.915213,0.916771,0.004570,0.008679,-0.083413,-0.996467,image_000134_1757094946.544258.jpg
134,1757094946.647341490,/natnet_ros/umi_body/pose,-1.773321,0.902805,0.963511,0.986015,-0.024840,0.164784,0.001631,image_000134_1757094946.544258.jpg
134,1757094946.647342443,/natnet_ros/umi_finger/pose,-1.789093,0.859676,0.970671,0.985586,-0.024469,0.166862,-0.013363,image_000134_1757094946.544258.jpg
134,1757094946.647343636,/natnet_ros/pan/pose,-2.020636,0.891709,0.929263,-0.001724,-0.004000,0.990388,0.138250,image_000134_1757094946.544258.jpg
134,1757094946.647344589,/natnet_ros/plate/pose,-1.770434,0.884684,0.909374,-0.000332,0.007888,-0.701250,0.712871,image_000134_1757094946.544258.jpg
134,1757094946.647340059,/natnet_ros/plate_red/pose,-1.959971,1.348002,1.074556,0.000344,0.000913,0.000145,1.000000,image_000134_1757094946.544258.jpg
134,1757094946.647345781,/natnet_ros/dishrack/pose,-1.872329,0.464825,1.101659,0.290037,-0.405520,0.866838,0.004833,image_000134_1757094946.544258.jpg
135,1757094946.747354031,/natnet_ros/lid/pose,-1.898460,0.559611,1.087283,-0.014123,-0.164849,-0.708021,0.686536,image_000135_1757094946.644271.jpg
135,1757094946.747365952,/natnet_ros/banana/pose,-1.771784,0.905931,0.930191,-0.070402,-0.023625,0.139925,0.987374,image_000135_1757094946.644271.jpg
135,1757094946.747367859,/natnet_ros/block/pose,-2.029828,0.915291,0.916896,0.004005,0.006035,-0.084334,-0.996411,image_000135_1757094946.644271.jpg
135,1757094946.747380257,/natnet_ros/umi_body/pose,-1.776883,0.911462,0.969093,0.986101,-0.003985,0.166101,-0.000531,image_000135_1757094946.644271.jpg
135,1757094946.747381210,/natnet_ros/umi_finger/pose,-1.791137,0.868171,0.975891,0.985414,-0.008269,0.169001,-0.018144,image_000135_1757094946.644271.jpg
135,1757094946.747382402,/natnet_ros/pan/pose,-2.020488,0.891681,0.929092,-0.003887,-0.003670,0.990323,0.138678,image_000135_1757094946.644271.jpg
135,1757094946.747383595,/natnet_ros/plate/pose,-1.770538,0.884442,0.909115,0.000686,0.009605,-0.702115,0.711999,image_000135_1757094946.644271.jpg
135,1757094946.747378826,/natnet_ros/plate_red/pose,-1.960023,1.348057,1.074626,0.000248,0.000160,0.000200,1.000000,image_000135_1757094946.644271.jpg
135,1757094946.747384548,/natnet_ros/dishrack/pose,-1.872911,0.464222,1.101353,0.288593,-0.407568,0.866357,0.005320,image_000135_1757094946.644271.jpg
136,1757094946.847503424,/natnet_ros/lid/pose,-1.898441,0.559606,1.087283,-0.014258,-0.164674,-0.708064,0.686531,image_000136_1757094946.744316.jpg
136,1757094946.847516298,/natnet_ros/banana/pose,-1.778050,0.910814,0.943532,-0.070659,-0.032320,0.154083,0.984998,image_000136_1757094946.744316.jpg
136,1757094946.847518444,/natnet_ros/block/pose,-2.029775,0.915339,0.916982,0.005168,0.002763,-0.075378,-0.997138,image_000136_1757094946.744316.jpg
136,1757094946.847521782,/natnet_ros/umi_body/pose,-1.783663,0.916659,0.981985,0.985340,0.008789,0.170341,0.003301,image_000136_1757094946.744316.jpg
136,1757094946.847522736,/natnet_ros/umi_finger/pose,-1.796921,0.873053,0.989469,0.985106,0.003087,0.171490,-0.012135,image_000136_1757094946.744316.jpg
136,1757094946.847523689,/natnet_ros/pan/pose,-2.020599,0.891822,0.929129,-0.002803,-0.004139,0.990282,0.138984,image_000136_1757094946.744316.jpg
136,1757094946.847524643,/natnet_ros/plate/pose,-1.770396,0.884779,0.909222,0.001045,0.008018,-0.701164,0.712955,image_000136_1757094946.744316.jpg
136,1757094946.847520590,/natnet_ros/plate_red/pose,-1.959989,1.348044,1.074627,0.000371,0.000169,0.000227,1.000000,image_000136_1757094946.744316.jpg
136,1757094946.847525358,/natnet_ros/dishrack/pose,-1.872744,0.464270,1.101379,0.287142,-0.407473,0.866869,0.007324,image_000136_1757094946.744316.jpg
137,1757094946.946354389,/natnet_ros/lid/pose,-1.898440,0.559627,1.087246,-0.013926,-0.164620,-0.708098,0.686515,image_000137_1757094946.844179.jpg
137,1757094946.946369648,/natnet_ros/banana/pose,-1.787899,0.910494,0.969300,-0.056858,-0.042828,0.153369,0.985602,image_000137_1757094946.844179.jpg
137,1757094946.946372271,/natnet_ros/block/pose,-2.030016,0.915065,0.916781,0.001876,0.011596,-0.079323,-0.996780,image_000137_1757094946.844179.jpg
137,1757094946.946377277,/natnet_ros/umi_body/pose,-1.793595,0.916786,1.007269,0.983633,0.012036,0.179602,0.008060,image_000137_1757094946.844179.jpg
137,1757094946.946395397,/natnet_ros/umi_finger/pose,-1.806849,0.873335,1.014936,0.983707,0.008183,0.179320,-0.009903,image_000137_1757094946.844179.jpg
137,1757094946.946397066,/natnet_ros/pan/pose,-2.020456,0.891834,0.929078,-0.003132,-0.003698,0.990282,0.138992,image_000137_1757094946.844179.jpg
137,1757094946.946398497,/natnet_ros/plate/pose,-1.770358,0.884893,0.909177,0.002971,0.007759,-0.700683,0.713424,image_000137_1757094946.844179.jpg
137,1757094946.946375370,/natnet_ros/plate_red/pose,-1.960041,1.348053,1.074646,0.000221,-0.000088,0.000265,1.000000,image_000137_1757094946.844179.jpg
137,1757094946.946399689,/natnet_ros/dishrack/pose,-1.872364,0.464711,1.101607,0.289337,-0.405690,0.866990,0.005244,image_000137_1757094946.844179.jpg
138,1757094947.046513557,/natnet_ros/lid/pose,-1.898520,0.559595,1.087300,-0.014459,-0.165532,-0.708246,0.686133,image_000138_1757094946.944180.jpg
138,1757094947.046530485,/natnet_ros/banana/pose,-1.799831,0.906348,1.006443,-0.061563,-0.067178,0.160812,0.982770,image_000138_1757094946.944180.jpg
138,1757094947.046533346,/natnet_ros/block/pose,-2.030262,0.914871,0.916932,-0.007569,0.012686,-0.066757,-0.997660,image_000138_1757094946.944180.jpg
138,1757094947.046541691,/natnet_ros/umi_body/pose,-1.807108,0.912986,1.043991,0.980540,0.019699,0.194667,0.016055,image_000138_1757094946.944180.jpg
138,1757094947.046542645,/natnet_ros/umi_finger/pose,-1.819877,0.869532,1.052308,0.981072,0.018004,0.192806,0.000118,image_000138_1757094946.944180.jpg
138,1757094947.046543598,/natnet_ros/pan/pose,-2.020513,0.892040,0.928987,-0.002687,-0.004200,0.990197,0.139592,image_000138_1757094946.944180.jpg
138,1757094947.046544552,/natnet_ros/plate/pose,-1.770355,0.885111,0.909459,0.001068,0.008359,-0.700838,0.713271,image_000138_1757094946.944180.jpg
138,1757094947.046540022,/natnet_ros/plate_red/pose,-1.960036,1.348096,1.074747,0.000822,-0.000124,0.000020,1.000000,image_000138_1757094946.944180.jpg
138,1757094947.046545506,/natnet_ros/dishrack/pose,-1.872806,0.464007,1.101484,0.294711,-0.404958,0.865525,0.004690,image_000138_1757094946.944180.jpg
139,1757094947.146365881,/natnet_ros/lid/pose,-1.898566,0.559514,1.087415,-0.014976,-0.165979,-0.707875,0.686396,image_000139_1757094947.044095.jpg
